g_m,g_T,g_r,g_q,g_sigma,g_amercall_fde
2.181945553,0.068493151,0.044370779,0.022093241,1.066265644,0.000320941
0.252878855,0.087671233,0.032493256,0.015629728,0.131956793,0.747121145
4.058045732,0.202630137,0.018761627,0.001382251,0.319311082,0
3.048369535,2.043835616,0.065753111,0.017759197,1.371894221,0.477075745
3.173208757,0.068493151,0.056877432,0.03890485,0.57969911,0
2.547894474,0.126027397,0.050861643,0.020174603,1.031116989,0.001001716
4.391073249,0.106849315,0.038486398,0.045108988,1.755817706,0.001811103
1.444936812,0.528657534,0.044117725,0.032125579,1.047066311,0.177367233
0.206863712,0.202630137,0.029280093,0.004087869,1.215228326,0.793684531
4.10415248,1.698520548,0.0313671,0.010818305,1.925343248,0.608351855
3.824177582,0.375232877,0.017109295,0.022093241,0.099002821,0
2.373141008,0.27660274,0.07854336,0.01174808,1.295553522,0.050462944
3.332366087,0.375232877,0.04830833,0.009109122,0.568187211,4.81E-05
4.27660897,0.27660274,0.038827325,0.020192492,1.888897378,0.059019479
3.346395967,0.528657534,0.076314211,0.016419571,0.598528872,0.000780098
3.735169688,0.068493151,0.049993329,0.015848517,0.767331487,0
1.896888785,0.106849315,0.012684952,0.03921166,1.305672618,0.016653589
1.902136902,0.087671233,0.025161872,0.02691252,0.15992621,0
1.730774728,0.049315068,0.05948126,0.006508533,1.030630733,0.000850471
4.355326437,0.375232877,0.053460423,0.019688887,0.815947553,0.000489795
3.945662382,2.043835616,0.075839915,0.047145576,0.373707389,0.002052606
1.59753075,0.030136986,0.052316573,0.033546524,0.637038008,3.52E-07
1.147601185,1.199890411,0.03638042,0.006256088,0.934877818,0.357622771
1.362499939,1.449205479,0.040744075,0.0175202,1.22298609,0.463400711
4.142551026,0.030136986,0.072642488,0.015839264,0.146639981,0
2.324644246,0.010958904,0.053055941,0.043927921,1.966545702,1.45E-06
3.383341523,0.106849315,0.005630019,0.038768192,0.107259542,0
2.553121623,1.449205479,0.013828367,0.01812147,0.057627327,0
1.870195078,1.199890411,0.004712687,0.032511814,0.851310093,0.166689746
2.424365323,0.451945205,0.015709613,0.020118114,0.644716225,0.004815599
0.918932451,1.449205479,0.071239473,0.006844708,1.888897378,0.75976592
3.300345559,0.375232877,0.06514859,0.037943588,0.193705438,0
2.925544883,2.043835616,0.060507048,0.039874565,1.497945125,0.517840413
2.987089319,0.375232877,0.056845433,0.033378748,1.682889448,0.119873715
3.872630903,2.043835616,0.05605439,0.00398213,1.160644496,0.329827054
3.698800866,2.043835616,0.063094141,0.048702617,1.964994942,0.664675733
4.423699983,1.698520548,0.017951177,0.003130046,1.372556155,0.340893706
4.274845796,0.010958904,0.030449183,0.006256088,1.915033184,0
4.639133452,1.046575342,0.006484188,0.016414047,0.185374332,0
3.611436107,1.698520548,0.012297897,0.022151261,1.382020103,0.366391717
1.70958124,0.126027397,0.009759782,0.004827541,0.229848778,0
4.109463016,1.449205479,0.043606429,0.004284627,0.693052057,0.03335257
3.141245009,0.106849315,0.037488191,0.045254084,0.481419664,0
2.178060799,2.043835616,0.051711175,0.038377602,1.270985731,0.462122993
4.677070755,1.046575342,0.016718211,0.011736663,0.319311082,1.65E-07
1.246478501,0.202630137,0.026361987,0.030356461,0.077550397,0
4.221482596,2.043835616,0.006203053,0.000689578,1.283937038,0.366898366
2.233670955,2.043835616,0.026913802,0.04437034,1.60203537,0.589591197
1.675528738,0.202630137,0.03386574,0.027934509,1.410484759,0.092046623
0.777983957,0.27660274,0.01288971,0.036737661,1.364381282,0.368361949
1.112982252,0.106849315,0.06903419,0.036058287,0.717432474,0.053077614
4.248136946,0.528657534,0.064416702,0.006056589,1.007494402,0.014067712
3.763000446,0.701260274,0.048704654,0.026806631,0.184121691,0
1.338402988,0.049315068,0.035535912,0.045595128,0.610661948,0.000872736
1.001293456,1.698520548,0.059830703,0.048870078,0.615520532,0.297494913
4.307078987,0.087671233,0.006343423,0.00761224,0.490100003,0
3.399048658,0.126027397,0.013140962,0.024316961,0.113451617,0
1.134667587,1.449205479,0.051773076,0.028778862,0.795018689,0.326225063
0.646375138,1.449205479,0.037308459,0.046262215,0.89335821,0.511974443
3.19824461,0.106849315,0.043849376,0.004621726,0.425793986,0
3.293864948,0.010958904,0.031104803,0.003387829,1.13126801,0
3.019874037,0.049315068,0.024705691,0.006256088,0.373707389,0
1.825866565,0.068493151,0.07547254,0.022093241,0.858650329,0.000360517
2.421093787,0.126027397,0.041384189,0.013293949,0.524900863,6.52E-08
4.595271339,0.701260274,0.05670913,0.00721004,1.620204595,0.167660317
1.018493821,0.375232877,0.025288916,0.014929275,0.91929669,0.214237675
1.770143459,0.010958904,0.00788424,0.023248479,1.795540743,8.30E-05
4.192572851,0.106849315,0.06408391,0.035944939,1.62698144,0.001154846
3.614601541,0.010958904,0.004620855,0.008678326,1.391914466,0
2.130369324,0.701260274,0.051462733,0.047874507,0.578816381,0.017153051
3.146775175,1.449205479,0.03399584,0.01984836,1.801337708,0.532573251
1.093970673,0.030136986,0.049471231,0.006844708,1.079526109,0.040342735
3.265101669,1.698520548,0.066065092,0.042176793,1.949443081,0.62405483
0.331009944,1.199890411,0.012252102,0.037251375,0.897970346,0.684993553
4.975717206,0.106849315,0.032493256,0.044629412,1.003730213,6.83E-08
1.747113703,0.106849315,0.015555594,0.039530151,1.079300726,0.01097697
3.104217245,0.701260274,0.066315299,5.84E-06,0.295160376,4.69E-07
0.669004182,2.043835616,0.033864127,0.015775756,1.626127468,0.786914547
0.545885379,1.698520548,0.023444329,0.028561782,0.943163933,0.598475412
3.755168909,0.528657534,0.071578838,0.039180903,1.613082376,0.130937513
2.196287441,0.202630137,0.035776604,0.02522897,1.277416135,0.031781555
0.329041928,0.528657534,0.03638042,0.013640218,0.55467095,0.67125639
0.754263458,0.010958904,0.079152235,0.022704455,1.881989634,0.251932172
0.76825912,1.449205479,0.024868726,0.035692381,1.16226591,0.554577821
3.693428406,0.202630137,0.075035387,0.042323242,1.893819179,0.040780625
2.46771971,0.049315068,0.064275868,0.025788992,0.514139502,0
1.170939175,0.049315068,0.070273489,0.00989324,0.198828593,2.73E-06
3.614915463,0.375232877,0.062142961,0.027859903,1.238246786,0.025520296
3.024835968,1.698520548,0.046007318,0.002245246,0.747689231,0.111665843
2.926631029,0.106849315,0.063727465,0.034909911,0.176180228,0
0.367492863,0.202630137,0.043092047,0.048856824,0.67380895,0.632507137
3.954821665,1.698520548,0.013323632,0.030163792,0.552398159,0.01275982
1.140187303,1.698520548,0.06097697,0.014929275,1.903402749,0.763983373
3.669810072,0.202630137,0.035355088,0.011555794,0.456774833,0
2.403125404,0.126027397,0.000349705,0.034518124,0.395471019,0
1.668623935,1.698520548,0.059876691,0.027242692,0.271347336,0.019410225
3.666420442,1.698520548,0.077467757,0.041559395,1.92210598,0.60165031
3.363697029,0.126027397,0.069245275,0.017258281,0.787256141,8.53E-07
3.404616413,1.199890411,0.0313671,0.015082535,0.095788373,0
0.317607259,0.451945205,0.071002294,0.043150851,0.724210002,0.682392741
3.696329394,0.106849315,0.072295843,0.021414679,0.9948287,4.35E-06
2.979457982,0.528657534,0.071109131,0.042987866,1.253685641,0.082415931
3.364570346,0.528657534,0.070153909,0.012195271,1.299766106,0.078582039
3.564380759,2.043835616,0.000102747,0.006022396,0.708054119,0.084785975
4.248136946,1.046575342,0.06034791,0.046804153,0.851307285,0.032947555
1.400334689,0.049315068,0.053743848,0.032511814,0.425793986,5.36E-06
1.820676319,1.046575342,0.028325719,0.042016297,1.735992056,0.487558933
4.347047579,1.698520548,0.00807076,0.043793047,0.254567035,2.60E-07
3.055252498,0.030136986,0.017547942,0.00805074,1.761750013,1.69E-05
2.040220858,1.449205479,0.03638042,0.045595128,1.518578465,0.47547329
0.905114029,0.087671233,0.059672192,0.030526191,0.704345644,0.136512722
4.539782946,0.27660274,0.018761627,0.045528596,0.099360797,0
4.692638542,2.043835616,0.05670913,0.036871453,1.729772821,0.553469316
3.929928668,0.030136986,0.04397968,0.023248479,1.894360496,2.25E-06
2.550247863,0.068493151,0.040050536,0.005733651,1.043936695,3.50E-05
1.464421367,0.451945205,0.071002294,0.043631474,0.958899334,0.129821087
2.18762036,0.106849315,0.055195553,0.020890233,1.878919309,0.04261946
3.985132025,0.049315068,0.014387021,0.032507429,1.361978183,2.90E-07
1.453569612,2.043835616,0.066065092,0.02958395,0.901046337,0.381994906
0.212551875,1.698520548,0.062936678,0.010922137,0.756689015,0.801416099
4.986817805,0.375232877,0.032794187,0.015527555,0.458442089,0
1.4716679,0.030136986,0.076969079,0.03386891,0.678553312,2.04E-05
0.495497783,0.068493151,0.028325719,0.048609404,1.753344286,0.511786421
4.328710392,0.049315068,0.063400972,0.037862984,0.661956776,0
2.085364741,0.528657534,0.065118711,0.034972352,0.246679761,1.65E-06
4.535863379,0.451945205,0.072708991,0.023969798,1.794056292,0.114781003
3.093102868,1.199890411,0.047368625,0.017258281,1.304847592,0.26680159
1.385382397,1.199890411,0.035535912,0.024841991,1.405567194,0.476144712
4.380374499,0.528657534,0.064328434,0.014809237,1.38322858,0.062189577
4.573382274,1.199890411,0.032401163,0.003387829,1.49970702,0.278705316
0.623724314,1.449205479,0.055953644,0.007340925,0.851306354,0.550686777
4.533495666,0.030136986,0.016061537,0.025262034,1.072772801,0
3.829306421,0.106849315,0.038658667,0.006298701,0.987572773,2.30E-06
1.430043229,0.202630137,0.030612878,0.019685399,1.086527215,0.076963892
2.006067871,1.698520548,0.003637309,0.001044175,0.086962519,0
3.927135046,1.698520548,0.020278201,0.045612935,0.478306,0.004596235
2.832239888,0.528657534,0.063094141,0.000807695,1.130296213,0.067591583
2.151210157,0.126027397,0.012246701,0.018155524,1.647880561,0.037004779
1.538710408,0.030136986,0.078077144,0.041481657,1.640089817,0.010032656
0.947398979,0.068493151,0.051215905,0.008885306,1.962892847,0.225816189
4.373556041,1.199890411,0.042844898,0.017754744,1.305672618,0.200071445
2.170054518,0.126027397,0.028860284,0.010435481,1.68960249,0.039928489
4.170115965,0.528657534,0.049988816,0.026761453,0.323045588,0
3.643127016,0.528657534,0.045163667,0.007423073,1.476031871,0.105048612
3.636060246,0.106849315,0.05586323,0.015918308,1.634660803,0.002619791
1.099466417,0.049315068,6.94E-05,0.007931508,0.487179749,0.011805245
0.506702102,0.068493151,0.064610152,0.015940473,1.495719296,0.498933203
0.309709125,1.449205479,0.015497804,0.043676697,0.146141091,0.690290875
2.739378321,0.375232877,0.030097915,0.026159787,0.484533058,4.13E-05
1.701016954,1.449205479,0.008289633,0.01382904,0.168878692,0.000319824
2.26504326,0.451945205,0.03418356,0.032125579,1.924387599,0.273549097
1.612201843,0.087671233,0.018869584,0.042176793,0.561000502,0.00011883
2.354281785,0.068493151,0.03971279,0.010435481,0.944722561,2.64E-05
2.7495864,0.126027397,0.079466924,0.01623023,1.62140549,0.015120867
0.806511615,1.199890411,0.024868726,0.043012946,0.295160376,0.222061807
3.913200227,1.199890411,0.006552243,0.040282074,0.920710317,0.066286074
4.640487711,0.701260274,0.062139949,0.010930134,0.270587111,0
2.143841607,0.068493151,0.065242897,0.027242692,1.441704568,0.004439343
4.941839178,0.068493151,0.038649461,0.038895912,0.935920951,0
1.672396509,0.202630137,0.03028497,0.009114239,0.994440841,0.03522334
0.24758977,0.202630137,0.035000265,0.003224703,1.391276037,0.754748688
3.441048253,2.043835616,0.000425291,0.010895501,0.511240588,0.022193296
1.686061378,0.030136986,0.049471231,0.028315566,0.815812154,5.10E-06
1.901199131,0.202630137,0.013985278,0.041752081,0.107259542,0
1.580255396,1.698520548,0.034253212,0.043479373,1.903402749,0.693097647
4.057790041,0.106849315,0.022448771,0.03522763,1.848064291,0.004028475
2.365163755,0.528657534,0.039052622,0.04849917,1.138890627,0.08951384
1.94673364,0.030136986,0.020010357,0.010371097,0.502498237,0
1.506096859,0.528657534,0.025341536,0.026279729,1.048306476,0.165152948
4.961610032,1.046575342,0.054629043,0.012195271,1.15416568,0.097980153
2.36969032,0.030136986,0.073023295,0.00182597,0.76819492,0
1.035558396,1.046575342,0.007123874,0.04720208,1.397408022,0.4891633
4.381949088,0.451945205,0.032947141,0.045528596,1.17457906,0.017613738
4.895003646,0.528657534,0.065611912,0.028376603,1.124944834,0.017209342
3.58675988,1.199890411,0.006523034,0.042994537,1.921267752,0.469687907
4.84482914,0.375232877,0.048396177,0.041677827,0.052416463,0
4.033370818,0.087671233,0.02986723,0.017295805,1.979106538,0.003297327
0.801565023,1.449205479,0.079677477,0.025229066,0.060639456,0.249860475
2.153949011,0.701260274,0.03468979,0.035913908,0.270587111,2.84E-05
1.154479577,0.068493151,0.069975835,0.044022061,1.946685836,0.147893748
3.32362844,0.106849315,0.032131311,0.0051132,0.107259542,0
2.746601029,0.087671233,0.056616091,0.034518124,0.855184233,3.22E-06
2.467176748,2.043835616,0.076020573,0.042833944,0.243575071,0.001299129
4.603508221,1.046575342,0.03760255,0.001484872,1.753344286,0.338559732
2.396365701,0.701260274,0.021254661,0.046804153,1.967121589,0.389265753
4.250327446,0.126027397,0.071002294,0.024324796,1.348701792,0.000353849
0.26854937,0.010958904,0.069739323,0.026159787,1.903318307,0.73145063
1.937816233,0.202630137,0.067909314,0.026906219,1.16226591,0.034917368
1.908277915,1.698520548,0.004669191,0.033270788,0.354010814,0.017758244
3.36045453,0.087671233,0.000767333,0.035744702,0.176180228,0
1.292151037,0.106849315,0.061654664,0.045743851,0.527680671,0.006016385
2.838077598,0.087671233,0.053622212,0.032629686,0.366037372,0
2.216521196,1.199890411,0.059710361,0.027009506,0.162913906,5.90E-07
4.600033101,1.199890411,0.048730347,0.017754744,0.23669341,0
2.926537934,0.126027397,0.059240681,0.036959865,0.137099515,0
2.816116644,0.049315068,0.008336794,0.012817479,0.9948287,1.02E-07
4.455951538,0.126027397,0.025974785,0.049542141,0.688250305,0
4.012672164,0.010958904,0.040313284,0.016098894,0.815812154,0
0.322393102,1.046575342,0.057060434,0.042143362,1.48851581,0.757360062
1.435273429,0.068493151,0.043849376,0.026111923,1.392483654,0.03672186
1.269361611,0.068493151,0.04225649,0.045574757,1.015045568,0.029885685
0.801565023,1.449205479,0.06549765,0.036530375,0.107259542,0.220242585
4.437754575,0.010958904,0.041384189,0.02410498,0.702675953,0
2.106630453,0.030136986,0.02018833,0.022292312,0.070354222,0
4.076080421,0.126027397,0.003948707,0.027869832,0.900058563,7.00E-07
3.627861993,0.049315068,0.033179495,0.003901571,0.897970346,0
0.543176758,0.010958904,0.042290685,0.029071211,1.205606407,0.456823242
4.041122562,0.106849315,0.032131311,0.043602828,1.712167742,0.002193237
4.066718964,0.087671233,0.048255035,0.009139672,0.591541584,0
3.15542753,0.202630137,0.034969687,0.041999481,1.157309031,0.004067885
2.486530227,0.068493151,0.015241926,0.009608496,0.708054119,2.50E-08
1.694275215,0.030136986,0.005307726,0.042302205,0.168878692,0
3.467992051,1.046575342,0.05586323,0.030734622,1.476031871,0.270741693
4.370765884,1.698520548,0.025463308,0.000807695,0.137099515,0
1.00844877,0.010958904,0.033135169,0.028315566,1.68960249,0.06662725
0.694806754,1.046575342,0.006552243,0.039180903,1.887241248,0.698642141
0.993193584,0.27660274,0.04317641,0.019455652,1.007494402,0.212165134
4.978197649,0.030136986,0.072265751,0.006055227,1.090078993,0
4.235075298,1.046575342,0.03209266,0.030661062,0.693052057,0.010349689
2.022307282,0.27660274,0.071255657,0.042237241,1.62698144,0.131757505
4.265159953,0.202630137,0.008422867,0.042302205,1.524308894,0.00779832
4.949751415,0.030136986,0.030108228,0.00602911,1.89293896,8.00E-08
3.299573158,0.701260274,0.016976548,0.033524513,0.598528872,0.002306971
3.715926334,0.701260274,0.056877432,0.026111923,1.592420196,0.191681944
1.867242851,0.202630137,0.021251192,0.02958395,0.813815196,0.008508325
4.729609429,0.010958904,0.059027127,0.041999187,0.112301187,0
3.870728276,0.010958904,0.02018833,0.049112389,0.860217374,0
0.676251281,0.27660274,0.074632046,0.035045982,0.332248442,0.32838169
3.119572769,0.451945205,0.071125379,0.020890233,0.643617504,0.001125408
4.030746299,0.27660274,0.057060434,0.043793047,0.879636116,0.000318164
0.764656803,1.698520548,0.013950875,0.013263147,1.034525443,0.556504087
2.978569812,1.449205479,0.012973294,0.010434169,1.746996701,0.522869227
4.44916682,0.049315068,0.067247529,0.00460673,0.077100274,0
2.773921282,2.043835616,0.062308048,0.001484872,1.981597779,0.759988507
4.071111905,0.030136986,0.033911132,0.042994537,1.486653305,1.94E-09
4.345984191,0.27660274,0.045978303,0.034571273,0.643617504,9.79E-07
4.020085513,0.375232877,0.009044925,0.006385038,0.316382173,0
4.209381115,1.199890411,0.015823757,0.017743345,1.837313711,0.426163536
0.214050424,0.451945205,0.024323311,0.041441801,1.316842437,0.787147044
0.305745806,0.202630137,0.012601282,0.029234226,0.805450735,0.694254194
3.635271535,0.27660274,0.06386161,0.018096113,0.134891788,0
2.31249791,0.27660274,0.073915513,0.006022396,1.303791067,0.055243043
2.427266763,1.449205479,0.011728624,0.009446086,1.836205195,0.592275521
0.208169846,0.375232877,0.022248595,0.014325123,1.410484759,0.795244829
3.612312609,2.043835616,0.03867375,0.004357208,1.215228326,0.366768879
4.878836721,1.698520548,0.050327024,0.034144399,0.676414333,0.026080256
3.088774743,0.068493151,0.065753111,0.002101911,0.67942051,0
4.781638836,0.030136986,0.009853663,0.036292474,1.550967907,0
1.892954892,1.449205479,0.053002644,0.013145263,0.894461015,0.243472338
0.615182034,0.068493151,0.015655005,0.016426119,0.367431719,0.384817966
2.967787899,0.375232877,0.031104803,0.038308828,0.354010814,1.54E-08
3.189942233,0.701260274,0.047487247,0.037208649,1.636538509,0.230635279
2.237876012,0.010958904,0.0313671,0.007675367,0.664025349,0
2.862116008,0.030136986,0.03399584,0.026906219,0.982808786,0
3.728996773,0.528657534,0.016449329,0.029733731,0.983774797,0.016140586
0.224197736,1.698520548,0.008034614,0.009979587,1.916135968,0.900355846
4.26111166,0.049315068,0.026913802,0.029777273,0.103113512,0
1.573155054,0.202630137,0.002285767,0.045460747,0.824519635,0.022970061
0.827391635,0.030136986,0.018979658,0.001425697,0.099002821,0.173038525
2.203297528,1.449205479,0.017611094,0.036185506,1.634660803,0.510292788
3.018393025,0.528657534,0.062308048,0.026906219,0.760681451,0.008391151
3.493619354,0.202630137,0.07651167,0.023248479,1.729772821,0.031246817
4.745896359,0.010958904,0.029468946,0.003901571,1.537003401,0
1.301057546,0.030136986,0.078140617,0.013263147,1.456330128,0.022397525
0.335093716,0.451945205,0.039631704,0.043663097,0.14829449,0.664906284
4.504663845,2.043835616,0.044842912,0.040602008,1.654019718,0.517569053
1.051098091,0.202630137,0.065444663,0.006835813,0.12908229,0.008973229
2.144128283,0.126027397,0.06052618,0.009230672,1.756455465,0.048068091
1.001126521,1.046575342,0.069072419,0.039567963,0.905844439,0.353354746
2.452498791,0.375232877,0.028098154,0.014948105,1.950946494,0.219636714
0.247528225,0.375232877,0.068691445,0.000807695,0.130951746,0.758425905
3.030144208,0.126027397,0.009044925,0.017633516,0.984812542,0.000122517
0.593548128,0.202630137,0.008538973,0.037306221,0.078775287,0.406451872
3.909526338,0.202630137,0.066721175,0.019688887,0.35913036,0
2.131003002,0.375232877,0.060995762,0.045489692,0.959950188,0.038592951
0.364109296,0.106849315,0.071197426,0.032439973,1.223521998,0.636231145
2.807420017,0.030136986,0.009522239,0.038077364,1.26428573,9.12E-08
3.474281267,1.046575342,0.074632046,0.025153425,0.300379297,6.24E-06
4.101503005,0.010958904,0.079998263,0.043479373,0.166741886,0
4.531168068,1.046575342,0.005951082,0.029071211,1.391276037,0.180947905
1.605425451,0.701260274,0.018869584,0.036849815,0.220168698,0.000294742
3.157091435,0.010958904,0.063428371,0.027821889,0.41118212,0
3.2107423,1.449205479,0.036998525,0.040062676,0.500487724,0.009712771
4.052044781,0.27660274,0.03920309,0.020668552,0.867735434,0.000265012
3.927322888,0.106849315,0.017109295,0.021414679,1.124636869,1.70E-05
4.663358248,0.126027397,0.03468979,0.045507963,1.885688734,0.005004444
3.658158522,0.049315068,0.076868633,0.036261989,1.949443081,0.000319451
2.547894474,0.049315068,0.043961944,0.045595128,0.860217374,2.85E-08
3.852575207,0.451945205,0.024323311,0.043676697,1.545809958,0.081527443
2.832239888,0.375232877,0.030737325,0.024316961,0.39625926,7.50E-07
0.931200516,1.046575342,0.01288971,0.027869832,0.700469829,0.293931781
4.021079401,0.202630137,0.009522239,0.044158445,0.181833937,0
3.204393184,0.030136986,0.028860284,0.011532232,1.127944814,0
4.82649221,0.010958904,0.063741974,0.011539368,0.787256141,0
0.835992556,0.030136986,0.074145934,0.024316961,0.06495847,0.165140842
3.289310963,0.27660274,0.072708991,0.006781986,1.513868841,0.041224493
0.520491848,0.27660274,0.011172947,0.04731391,0.474043081,0.479508152
0.701187343,0.375232877,0.029058365,0.04649734,0.243575071,0.298812657
0.568880093,1.698520548,0.059240681,0.034793379,1.030766711,0.617733358
4.493718926,0.27660274,0.075839915,0.030501408,0.295160376,0
0.847533518,2.043835616,0.068613616,0.046433954,0.598920228,0.374743535
2.809108084,0.202630137,0.041384189,0.017633516,1.592420196,0.037746915
4.212828165,0.068493151,0.05419661,0.03852401,0.078733355,0
0.425789628,0.202630137,0.041449204,0.043927921,0.35201474,0.574210372
1.988096463,0.010958904,0.00569476,0.035913908,0.637038008,0
4.018179822,0.202630137,0.040262135,0.011228907,0.732587973,1.66E-06
2.240274716,1.698520548,0.052667061,0.010371097,1.852273707,0.669869614
3.330854801,0.202630137,0.041384189,0.039035562,0.257260869,0
1.808059107,1.449205479,0.053406409,0.017759197,1.364381282,0.462919262
1.831929767,0.106849315,0.053078985,0.017875541,0.485099792,3.74E-06
2.791524765,1.698520548,0.079715155,0.020497692,0.700469829,0.106053945
2.595500511,0.068493151,0.03996862,0.013235508,1.7790695,0.00552002
2.811887214,0.030136986,0.005951082,0.011428894,0.747689231,0
3.988243342,0.451945205,0.058756384,0.019902516,0.458442089,5.45E-07
1.923389389,0.010958904,0.013366928,0.01627605,1.09435768,0
4.586894107,0.106849315,0.008033661,0.040671988,0.832014151,0
0.624362581,0.068493151,0.0584205,0.006613117,0.552398159,0.377695826
0.853425409,0.202630137,0.012601282,0.041483714,1.336698825,0.294353116
2.2368989,0.126027397,0.050861643,0.016806393,1.756455465,0.042277566
3.020170423,0.010958904,0.009621002,0.032511814,0.720722274,0
0.919916064,1.449205479,0.028185664,0.013695792,1.250523866,0.562244068
3.003113589,0.202630137,0.065670173,0.008879386,1.891289286,0.064074486
4.600249128,0.030136986,0.016824726,0.03821812,1.966545702,5.79E-07
3.089956137,0.451945205,0.072708991,0.034549859,1.624544808,0.136405547
0.458638701,0.030136986,0.011764023,0.0240003,1.48441161,0.541361299
2.035332966,1.698520548,0.02412753,0.005805502,0.352084392,0.019098169
1.392394446,0.202630137,0.055044697,0.037459501,1.852273707,0.215891974
3.156725413,0.27660274,0.046309267,0.011061897,1.264739436,0.019414603
0.993424366,0.030136986,0.001152534,0.015629728,0.267967062,0.021748003
0.404274333,0.375232877,0.04961703,0.036849815,0.227820642,0.595725667
4.377996367,0.451945205,0.055758215,0.00840258,0.657496502,0.000112534
1.592719669,0.375232877,0.078399343,0.045528596,0.366037372,0.002157836
1.351672617,0.106849315,0.033674221,0.026503391,0.513689643,0.002841144
0.472224063,0.126027397,0.014087469,0.033378748,0.899494159,0.527782781
0.847888094,0.049315068,0.069151682,0.020668552,1.486653305,0.212907191
1.869039702,1.449205479,0.031589071,0.045518976,0.54411196,0.07074325
2.210105265,0.030136986,0.003019973,0.009502115,0.927360022,1.90E-08
1.530828392,0.528657534,0.013323632,0.041565148,1.506328153,0.28584198
4.977503654,1.449205479,0.01997158,0.018263293,0.197878973,0
2.880811979,1.199890411,0.019890624,0.02691252,0.524900863,0.011380283
4.909516386,0.010958904,0.050027238,0.02206966,0.193705438,0
0.415504307,0.106849315,0.038387263,0.027802956,0.568112168,0.584495693
3.09240905,1.698520548,0.034923176,0.03629564,0.166921423,6.24E-09
1.075341975,1.449205479,0.004649726,0.009341028,1.259587864,0.527680196
4.910333024,1.698520548,0.07885484,0.027821889,1.839049798,0.540543061
4.954195185,0.106849315,0.043849376,0.019087323,1.22298609,6.36E-06
0.757241849,1.199890411,0.075878457,0.029761476,0.447586071,0.331890839
2.731751636,1.046575342,0.051453688,0.047251452,1.885688734,0.46443769
1.984448682,1.046575342,0.076639469,0.016414047,1.754295273,0.501512483
2.850183126,1.199890411,0.027967516,0.008562358,0.586107652,0.023876841
1.012155123,0.27660274,0.035836635,0.023791344,1.288812449,0.259354928
4.748247983,0.068493151,0.063135043,0.043144209,0.939111259,0
4.000330136,0.27660274,0.024677924,0.043150851,0.305608496,0
1.746087955,0.528657534,0.024677924,0.029739085,1.253685641,0.184486474
1.154998525,0.375232877,0.05670913,0.037643762,0.529790448,0.075486468
4.471273589,0.451945205,0.006484188,0.035913908,1.785240151,0.109522487
4.7342914,0.068493151,0.029918781,0.004331504,0.715188529,0
1.47843812,0.27660274,0.017976902,0.003799081,0.782311642,0.04525085
2.689635518,0.701260274,0.048945237,0.021187599,0.724412712,0.021671379
3.567167482,0.202630137,0.053176599,0.040671988,1.059445434,0.000984222
2.646789845,0.010958904,0.06781673,0.013524319,0.704345644,0
2.018059415,2.043835616,0.006773422,0.040698027,1.7790695,0.668084038
4.326456248,0.375232877,0.016039311,0.029364772,0.103804686,0
1.753962988,0.451945205,0.01235927,0.016167387,0.736813099,0.040298785
3.859665105,1.449205479,0.048695348,0.031560879,0.270587111,3.07E-06
2.868237686,0.701260274,0.035523847,0.035881405,0.227820642,3.47E-10
0.346936177,1.449205479,0.028325719,0.031560879,1.432789754,0.768978855
3.608754477,0.030136986,0.079068998,0.03884361,0.165603184,0
4.447712883,2.043835616,0.076943276,0.015059786,1.169037889,0.305054358
3.225107193,0.126027397,0.059924994,0.03712228,0.526770437,0
1.236436673,0.126027397,0.079677477,0.049542979,0.894461015,0.053464935
3.662239113,1.046575342,0.076346899,0.032489119,0.513689643,0.002617046
0.598579814,0.030136986,0.037204215,0.039689182,0.958402387,0.401420186
3.777301452,1.046575342,0.064559082,0.008637046,0.115633936,0
4.165585145,0.202630137,0.042238651,0.028693313,1.675529593,0.015879795
1.09223202,0.049315068,0.07854336,0.019994399,0.098112758,2.36E-07
3.069697632,1.698520548,0.008431813,0.040315228,1.275723577,0.329626199
4.215419969,0.030136986,0.010514009,0.015629728,1.383958707,0
1.808813972,0.106849315,0.05934105,0.035045982,0.692954,0.000434725
2.231327254,0.451945205,0.029468946,0.027549128,0.916009147,0.039452361
0.222417315,0.106849315,0.042844898,0.013226766,1.034512716,0.777582685
3.531954864,0.010958904,0.011172947,0.042881779,0.916127986,0
2.858679792,0.375232877,0.028346521,0.005733651,0.591541584,0.000340891
3.476163155,0.451945205,0.034072739,0.010118355,0.062435244,0
1.287291646,1.199890411,0.061575576,0.025847632,1.748400471,0.60948739
1.29495721,0.528657534,0.064937227,0.008218459,1.050797124,0.219745248
0.24758977,0.375232877,0.033539543,0.024362859,0.395471019,0.75241023
0.738627709,0.087671233,0.058689168,0.004621726,0.775430589,0.272943207
3.829359131,1.698520548,0.076138834,0.039099658,1.208777622,0.275842089
4.247221218,0.087671233,0.031307112,0.016215277,1.030640996,1.35E-07
2.194580954,0.701260274,0.005729367,0.038099199,1.124636869,0.139245754
4.295910482,1.199890411,0.031715947,0.027316278,1.782225023,0.397142337
3.264685545,1.046575342,0.000498885,0.042939142,0.607222244,0.009572115
0.244580708,0.087671233,0.016336301,0.025814185,1.89625096,0.755494452
0.575162402,0.087671233,0.055953644,0.023525541,1.130296213,0.430646773
1.88367434,0.068493151,0.013985278,0.006613117,0.644716225,4.88E-06
