g_m,g_T,g_r,g_q,g_sigma,g_eurocall,predict_ann,error_ann
2.509691376,1.438800062,0.014134883,0.023576637,0.915823042,0.170208801,0.16169345,0.008515348
2.127482283,1.864473655,0.006558798,0.016081806,0.669805844,0.136192118,0.13825311,0.00206099
0.826907956,0.04332628,0.021825479,0.002425099,0.449007573,0.174410954,0.15361461,0.020796343
1.3295532,1.149287862,0.053817688,0.030830594,1.033763613,0.334685107,0.33556834,0.000883231
3.27294697,0.921894703,0.01473737,0.033085771,1.459824,0.232237349,0.22340329,0.008834059
1.350961071,0.814516735,0.060188109,0.026052815,1.843771804,0.526903274,0.51744217,0.009461108
1.83383457,1.808306187,0.048816992,0.032783437,1.044457239,0.356243772,0.35507572,0.001168055
2.482152387,0.807619041,0.000701604,0.008010736,1.801521376,0.38274663,0.37864596,0.004100673
3.150037945,1.58561671,0.034398251,0.023111576,1.447307341,0.404962037,0.41099337,0.006031331
4.25734223,0.059299217,0.053525378,0.035509991,0.092930858,0,-0.000420732,0.000420732
4.801511353,0.189612928,0.05975453,0.01343582,0.548664921,0,-0.000406795,0.000406795
0.93729905,1.712875936,0.006233973,0.024973425,1.084798895,0.507814333,0.5170986,0.009284273
4.276967293,1.992561455,0.014374275,0.001111801,0.379500569,0.001263575,-2.21E-05,0.001285638
4.834816415,0.935224586,0.013003146,0.018994901,1.431098249,0.161416887,0.1586202,0.002796693
1.083005208,1.51270202,0.078874922,0.022167807,0.959702024,0.431877687,0.4409668,0.009089127
1.448602293,1.431486592,0.036788077,0.026127635,0.661325563,0.187435428,0.1837687,0.003666724
3.50323732,0.701945791,0.049637423,0.026435375,1.525127124,0.181386938,0.18329431,0.001907374
0.826907956,1.070753074,0.024577638,0.014003426,1.686168467,0.645058472,0.6360032,0.009055276
4.718781556,0.354041272,0.058501992,0.02511801,0.353883821,0,-0.000308702,0.000308702
4.714906836,0.715076042,0.047936279,0.025006492,1.286565058,0.074308026,0.07387206,0.000435966
4.389526206,1.295289883,0.016454976,0.003153834,1.523870716,0.320138254,0.3169256,0.003212669
1.667462643,0.206872471,0.026552827,0.007223955,1.446500773,0.103743487,0.091223225,0.012520262
0.293854638,0.528130697,0.024494526,0.000189375,0.129807697,0.709822265,0.71120644,0.001384171
4.593553313,1.817313296,0.066436417,0.017798254,0.885841881,0.117374511,0.11252147,0.004853041
1.918031414,1.992561455,0.064322982,0.038923787,0.449837554,0.070931036,0.058111507,0.012819529
2.079589293,1.594879996,0.047030635,0.000465284,1.681875975,0.609352933,0.6106652,0.001312269
1.659673586,1.259637965,0.063992021,0.039676461,0.361429738,0.028600682,0.026723428,0.001877254
0.98457704,1.158810535,0.073710134,0.041623743,1.132744262,0.449983319,0.44809675,0.001886567
2.013771791,1.532041737,0.038824411,0.034456791,0.64389241,0.108120151,0.10879104,0.000670887
4.20080647,0.588363807,0.004177619,0.017892363,1.078650806,0.025895402,0.029693874,0.003798471
2.053252148,1.124707687,0.077010034,0.033725223,1.823929596,0.527423688,0.51847994,0.008943745
3.079097385,0.438611593,0.031855281,0.046920226,0.757522899,0.003521844,0.001622894,0.00189895
1.775518424,1.241122279,0.004177619,0.004633972,0.453293753,0.041691711,0.02546415,0.016227562
3.954994094,1.47611989,0.029273816,0.041520326,0.530693768,0.006378114,0.006935936,0.000557822
2.297347666,1.014156082,0.044460907,0.044610268,0.092457944,0,-0.000487831,0.000487831
0.321954482,1.158810535,0.074406722,0.037230969,0.543874361,0.66490905,0.65443325,0.0104758
0.841331147,1.234003039,0.023741259,0.04689419,0.753161556,0.352857033,0.34386697,0.008990059
3.27294697,1.275859289,0.069689414,0.02785338,1.746940699,0.459418442,0.44976446,0.009653982
1.096420606,1.172413869,0.050330264,0.049480858,1.61012895,0.565275636,0.5760332,0.010757539
4.260417814,0.570071899,0.062218868,0.013550516,0.655573234,0.00058058,-0.000246368,0.000826949
2.685386918,0.076659502,0.047865463,0.031966761,0.568850366,0,-0.000240004,0.000240004
1.592734156,0.467379259,0.027454275,0.024086427,0.084778032,0,-0.000326654,0.000326654
4.71249915,1.027177566,0.008145729,0.010307467,1.309431431,0.147145837,0.14564918,0.001496657
4.801511353,0.62061146,0.016093108,0.001111801,0.155526547,0,-0.000857476,0.000857476
1.40249658,0.974620853,0.013322401,0.041279975,1.074640687,0.286993702,0.3033953,0.016401599
3.699070575,1.239594519,0.073800624,0.018679695,1.92119566,0.504842213,0.5038647,0.000977507
1.85261775,0.229861739,0.053982867,0.006972498,1.492205105,0.102936131,0.095951565,0.006984566
4.079761619,0.854682241,0.005599078,0.048342917,1.771965487,0.275158515,0.27012786,0.005030652
2.791881391,1.873749439,0.019194305,0.026127635,0.713821581,0.106691383,0.108060375,0.001368992
3.696168389,1.028417569,0.029273816,0.016434052,0.246297876,0,-0.000358105,0.000358105
4.108154982,0.045659127,0.051228969,0.015570386,0.407019758,0,-0.000513751,0.000513751
4.528808636,0.422788185,0.067786026,0.007899811,1.40374816,0.038577708,0.0337671,0.004810608
3.200280513,0.753920246,0.012466181,0.048655082,0.765897615,0.016308626,0.016561342,0.000252716
2.883250047,0.864385058,0.06825725,0.048393934,1.651712637,0.312387325,0.31691304,0.004525714
0.411291082,1.897433426,0.078670324,0.031966761,1.231369362,0.729336911,0.7186135,0.010723406
2.922235751,1.144643273,0.05348157,0.00394002,0.103403069,0,-0.000466762,0.000466762
3.163614912,0.844330501,0.048998598,0.002104546,0.133458571,0,-0.000724693,0.000724693
1.208400901,1.345711736,0.054718046,0.036351936,0.184244684,0.027902781,0.033853017,0.005950236
1.158861516,0.523251193,0.039764148,0.044898852,1.827621716,0.442628352,0.4381105,0.004517852
1.753382326,0.369319728,0.062848731,0.033725223,0.790238499,0.03829755,0.037624363,0.000673187
0.431276196,1.408923256,0.064308927,0.009842194,1.890388306,0.830470306,0.8252295,0.00524078
3.496508214,1.851031755,0.044456605,0.03876673,0.257061573,2.87E-05,-0.000123692,0.000152402
1.05259867,1.697049663,0.026076477,0.021408381,1.747225545,0.712965268,0.71478665,0.001821381
4.108154982,1.259638382,0.074406722,0.014035821,1.637907862,0.379552826,0.38749525,0.007942423
3.569128626,0.616631978,0.036039535,0.001286721,1.442581895,0.129663773,0.12839544,0.001268335
4.276967293,1.384993547,0.033985234,0.04909964,0.863916195,0.059408384,0.06015922,0.000750838
0.784065172,1.897433426,0.028301912,0.038365519,1.653953198,0.718709105,0.716413,0.002296084
4.500076246,1.356530917,0.062898328,0.037775797,0.927843758,0.077333623,0.071026236,0.006307387
4.905695692,1.899980625,0.039103285,0.038349382,1.647315729,0.470035358,0.4726252,0.002589838
2.712603194,0.870228414,0.001659765,0.028532522,1.747225545,0.358232786,0.35722122,0.00101157
3.530565096,1.390972986,0.026133444,0.019951421,1.435992263,0.336074493,0.33017883,0.005895666
1.592734156,0.955507771,0.06647895,0.007712327,0.993952856,0.249548638,0.24734226,0.002206379
0.341707204,0.752163777,0.068206832,0.010621214,1.844764416,0.776376275,0.7623558,0.014020471
3.50323732,0.713097851,0.038377695,0.018432255,0.16608798,0,-0.000451975,0.000451975
4.891844327,0.368289712,0.052060059,0.003859061,1.362654023,0.018812432,0.03153424,0.012721808
0.802877804,1.897433426,0.010061606,0.026879589,1.823120347,0.769547695,0.77599704,0.006449347
0.774228615,0.928075816,0.068676091,0.0207348,1.084387411,0.480128857,0.4651871,0.014941754
1.302048243,0.471682517,0.044729844,0.018765942,0.218902902,0.00328382,0.009513082,0.006229262
4.524494748,0.490586127,0.046698097,0.028890178,0.335970674,0,-0.000254253,0.000254253
2.981352917,0.063375153,0.017966053,0.02884789,1.745435434,0.001546251,-3.84E-05,0.001584682
0.536733979,1.952180837,0.056633601,0.032665586,0.09592091,0.457665686,0.42711076,0.030554924
4.56120437,1.115469449,0.004672336,0.015223497,1.441359669,0.221343261,0.21982308,0.001520183
3.213610311,1.258892276,0.016618629,0.015810814,0.681596196,0.035242048,0.036738947,0.001496899
1.983546167,1.960148701,0.064902603,0.022214727,0.570932363,0.129006755,0.13466129,0.005654532
4.88137925,1.977823065,0.022134684,0.048465465,0.781293559,0.060853909,0.060957137,0.000103229
2.635372023,1.988037427,0.00766765,0.02785338,0.82017382,0.172982068,0.17780845,0.00482638
1.519060227,0.463456632,0.033929566,0.008052048,0.540133541,0.030194308,0.025421152,0.004773156
3.533580017,0.755757588,0.015184297,0.018004528,1.439541563,0.167677256,0.16898538,0.001308125
3.445461242,1.849686305,0.012475796,0.032851941,0.449837554,0.007100115,-0.000115993,0.007216108
1.705393143,1.278266422,0.04606689,0.003539163,1.84003214,0.62348848,0.6119668,0.011521691
0.64063625,1.020126809,0.004177619,0.012563344,1.96822746,0.736311072,0.74125826,0.004947191
0.88467292,0.633253932,0.038454005,0.044367545,0.735094729,0.269843905,0.27210087,0.002256961
4.275091594,1.502904124,0.028854764,0.041047652,1.530893205,0.353782584,0.3541767,0.000394116
1.302048243,0.815215921,0.078464415,0.049193538,0.646994486,0.140523842,0.13959478,0.000929064
3.362752526,0.951555982,0.014944398,0.015036237,0.399439436,0.000176824,-0.000205927,0.000382751
0.668010137,1.370358071,0.062898328,0.01049431,1.489361933,0.693033357,0.6875237,0.005509634
2.224715317,1.133776766,0.028098616,0.029445509,1.170912803,0.25473006,0.25545996,0.000729905
3.382620724,1.655729882,0.034591656,0.012363313,0.883977777,0.140290874,0.14138563,0.001094755
1.3295532,0.526793397,0.030344179,0.027379306,0.918014819,0.163439371,0.16144107,0.001998298
1.83383457,1.310325333,0.07642808,0.048328847,1.112145852,0.308782587,0.3003726,0.008409986
1.40249658,1.55846132,0.004177619,0.025689335,0.452415611,0.097962921,0.10942164,0.011458719
4.02913718,0.406728865,0.07642808,0.037732362,0.568077606,1.18E-05,-0.000346598,0.000358363
0.499250402,1.971016714,0.078080204,0.021649294,1.817495799,0.832685194,0.83658695,0.003901758
2.709008416,1.859153263,0.02075144,0.033011822,0.172575227,0,-0.000282778,0.000282778
4.491121301,0.043962102,0.072410823,0.023538042,1.987575169,3.39E-05,-0.000280398,0.000314303
1.192125876,1.475214592,0.07509178,0.037751913,0.426451395,0.150452415,0.1547155,0.004263078
3.954991681,0.490586127,0.034180619,0.044183834,0.323797427,0,-0.000206765,0.000206765
1.920882453,0.955933948,0.069689414,0.029414998,0.453293753,0.021770147,0.016122377,0.00564777
0.647717766,0.041183642,0.042750729,0.033797232,1.585923461,0.362499324,0.35094386,0.011555461
4.516882486,1.73611864,0.011247786,0.022214727,0.651337469,0.024852811,0.023952844,0.000899968
2.685386918,0.840697698,0.043738782,0.042253533,0.968638853,0.088385115,0.08864004,0.000254927
4.389526206,1.028417569,0.048547318,0.018556055,0.689783453,0.009460732,0.011916906,0.002456174
4.373924542,0.858571,0.047188043,0.035976127,0.757522899,0.009002646,0.013626965,0.004624319
3.860361982,1.105775672,0.007964159,0.033779016,1.72289393,0.354351065,0.35394344,0.000407628
2.927242001,0.338701826,0.066037396,0.026627812,1.848251724,0.141517335,0.13899826,0.002519079
4.388349801,0.6776868,0.025155212,0.032397847,1.786196041,0.208622137,0.19213067,0.016491467
0.504644659,1.195486475,0.014654488,0.026543637,0.587848548,0.506014592,0.5055861,0.000428504
1.253573572,0.892310994,0.065173273,0.042456907,1.553113625,0.470574411,0.47058997,1.56E-05
1.978461834,1.665262744,0.069986548,0.04813216,1.529696486,0.521699266,0.52140915,0.000290112
3.569128626,1.839880069,0.005599078,0.025614589,1.338909035,0.365305787,0.35547212,0.009833669
1.605413585,1.182396473,0.059420677,0.018941143,0.750057328,0.180734616,0.17327602,0.007458594
2.172261949,0.841333867,0.050697428,0.046642392,1.80890213,0.414150467,0.41450307,0.0003526
2.466677495,0.9874795,0.063157886,0.040623368,0.520162727,0.013632988,0.015591158,0.001958169
0.456713964,1.38551506,0.022134684,0.022444241,1.773276727,0.782213975,0.7736187,0.008595277
2.858123481,0.738021706,0.066436417,0.011412342,0.200382389,0,-0.000643437,0.000643437
3.534513466,0.412687176,0.079577545,0.03810035,0.857622757,0.004025899,-0.00010559,0.00413149
4.844396629,1.282508186,0.028695036,0.00244001,1.934819015,0.482344649,0.47397694,0.008367709
1.560610431,0.171271781,0.059568449,0.046863938,1.406515244,0.09050257,0.0859783,0.004524271
4.732330964,1.01029031,0.036039535,0.045501171,1.642884468,0.257365324,0.25373307,0.003632255
3.976387342,1.013380093,0.035724796,0.007213343,1.899564915,0.409371201,0.41562167,0.006250467
4.356848525,1.813177784,0.044729844,0.005516534,0.809256042,0.092187258,0.100969106,0.008781848
4.241538058,1.072071639,0.017126732,0.033332997,1.339563214,0.178902995,0.18041305,0.001510057
3.41660231,0.175136692,0.011980943,0.0427041,0.497906769,0,-0.000417265,0.000417265
0.274438673,0.849828848,0.068031875,0.041047652,1.285509378,0.742219739,0.73183227,0.010387473
4.25713512,1.721263556,0.05089133,0.030677876,0.785568182,0.070458438,0.065326355,0.005132082
2.341516847,0.550746617,0.00302769,0.037732362,0.175227299,0,-0.000271635,0.000271635
2.302285501,0.780303361,0.048212885,0.033357365,1.901232216,0.416811537,0.41592306,0.000888478
2.343435499,0.937382147,0.067786026,0.033685004,0.210506907,0,-0.00026379,0.00026379
3.85330395,0.892310994,0.011247786,0.034456791,0.555987486,0.001401002,-0.00012586,0.001526862
3.549460897,0.715076042,0.009206763,0.001661835,0.083430969,0,-0.000772805,0.000772805
2.486017869,1.067719224,0.017126732,0.039687441,0.389146205,0.002060192,-0.000122266,0.002182458
4.079761619,1.172413869,0.045261783,0.001197507,1.033763613,0.108846073,0.10591266,0.00293341
0.477969784,1.761339758,0.046698097,0.011322548,1.532394935,0.785271166,0.77214295,0.013128219
3.609691294,0.708647544,0.054729047,0.039053908,0.396638215,0,-0.000249037,0.000249037
2.925685996,0.969224968,0.021825479,0.011027118,0.873562078,0.070808977,0.06630429,0.004504688
1.477223995,0.234086129,0.036039535,0.02570137,0.735094729,0.029714139,0.00734988,0.022364259
4.550922684,1.10543907,0.052060059,0.038156396,1.064616554,0.085138681,0.08474327,0.000395413
4.678246741,0.444151356,0.064597091,0.034819935,0.600117943,1.27E-05,-0.000100632,0.000113363
0.522261188,1.263466923,0.071886719,0.010233146,1.093027334,0.64055118,0.6421269,0.001575738
2.540469278,0.675129311,0.008747088,0.000598793,1.804981324,0.329266132,0.33328417,0.004018037
4.30787926,0.694151555,0.073938376,0.028430294,1.880905199,0.256023597,0.2623556,0.006331998
4.345443006,0.951000521,0.024416335,0.006346876,0.919674704,0.038017452,0.0375707,0.000446752
4.688507994,0.69803782,0.014350501,0.036917091,0.790238499,0.00406814,-3.67E-05,0.004104841
4.347438345,0.939571532,0.044441638,0.011919856,1.990727665,0.398454744,0.40128776,0.00283302
0.274438673,0.097090604,0.07642808,0.013152448,1.530893205,0.726552431,0.69995725,0.02659518
1.476222693,1.85484395,0.02861344,0.010731153,0.679452229,0.242881297,0.23751684,0.005364462
3.428968904,1.85484395,0.053819655,0.023004739,1.012073042,0.225878608,0.22300977,0.002868843
3.99953212,1.830665037,0.055150646,0.029109225,0.738942184,0.071109204,0.07168553,0.000576326
4.395914449,1.224505472,0.025834037,0.032807286,1.40374816,0.234880926,0.23646487,0.001583947
3.609691294,0.819803729,0.020288847,0.004253855,0.300430565,0,-0.000516702,0.000516702
2.817876154,1.173793125,0.078670324,0.031361386,0.206241058,0,-0.00026601,0.00026601
0.92454733,0.65744113,0.064030537,0.033993358,0.081299796,0.093304912,0.08433175,0.008973161
1.954897792,0.869385309,0.034591656,0.044367545,0.224000115,4.31E-05,-8.22E-05,0.00012531
1.718105407,1.00955281,0.005075962,0.023945057,0.723785325,0.114447054,0.11736019,0.002913136
4.500076246,0.905659079,0.05089133,0.018994901,0.210506907,0,-0.000448466,0.000448466
4.58377645,0.38297451,0.019070296,0.046466029,0.059168934,0,-0.000675871,0.000675871
1.430335114,0.778446653,0.010118653,0.006419994,1.521105825,0.406545434,0.40523925,0.001306179
2.691670234,0.128632174,0.062374644,0.008474737,1.346433814,0.005937746,-1.37E-05,0.005951419
2.927242001,1.496853114,0.073491182,0.027580556,1.435876057,0.402567335,0.40028262,0.002284714
4.086404063,1.417439595,0.036822737,0.003109737,0.63185251,0.019608064,0.024631994,0.00502393
2.843829359,0.029238664,0.048345388,0.049371872,1.013740179,0,-0.00024695,0.00024695
1.637809116,0.6776868,0.049947303,0.020998167,0.475292171,0.02647973,0.026859695,0.000379965
0.783599665,1.43814139,0.076442906,0.006689036,1.463994723,0.676459319,0.6729106,0.003548748
1.245830178,0.299999235,0.029895043,0.021934256,0.071037233,0,-0.000125358,0.000125358
1.002748907,0.171271781,0.046133632,0.049773666,0.922645691,0.1487115,0.13805725,0.010654253
2.172877343,0.844382607,0.010118653,0.03680541,1.963820391,0.463951058,0.4598671,0.004083968
4.891844327,1.589313676,0.075311092,0.00806867,1.521443851,0.385783779,0.3790224,0.006761389
4.086404063,1.923883941,0.017898391,0.039826079,0.547492227,0.014820567,0.018485108,0.003664541
0.200230457,0.722954503,0.063042665,0.049480858,1.597008177,0.802101397,0.7909917,0.011109673
4.438933864,0.178318844,0.026674854,0.002182247,1.901232216,0.019892728,0.020607958,0.000715229
3.983360035,0.013481016,0.06247333,0.049599754,0.416234516,0,-0.000601879,0.000601879
1.916962028,0.309798116,0.04349348,0.016829071,1.150935008,0.070471808,0.070346855,0.000124953
0.74878062,1.742976907,0.020434385,0.007996932,0.640208735,0.428985399,0.42352924,0.005456161
1.430335114,1.43814139,0.036040341,0.024969625,0.857622757,0.282252428,0.2857379,0.003485474
0.96238536,1.691771338,0.064515432,0.006889493,1.593350812,0.711586025,0.7061838,0.005402234
1.234064746,1.931425344,0.038377695,0.040944857,0.959702024,0.407180611,0.40078893,0.006391678
1.074009091,0.444151356,0.058892623,0.013460635,0.460698217,0.100061318,0.08888138,0.011179937
1.816836506,1.137765162,0.017143982,0.046298998,0.106744446,0,-0.000356671,0.000356671
2.883250047,1.595558928,0.066361239,0.046018192,1.561653703,0.460235618,0.4591687,0.001066916
2.404141584,0.905659079,0.011247786,0.017381287,1.036328239,0.142061783,0.13753408,0.004527701
2.114791186,1.581663052,0.07288071,0.031660395,0.143134133,0,-6.27E-05,6.27E-05
4.381119628,1.044050517,0.066361239,0.029695406,0.516188376,0.000984725,-8.59E-05,0.001070631
1.257518196,0.588363807,0.070326547,0.046489309,1.659851748,0.407952946,0.41956064,0.011607695
0.221992745,1.572573124,0.039632887,0.01467434,1.205288009,0.814136925,0.8104515,0.003685417
1.361489944,0.944837135,0.016618629,0.010340348,1.046224634,0.29624563,0.29816005,0.001914416
0.394718342,1.43814139,0.02394184,0.015570386,1.470526914,0.762347751,0.7673675,0.005019731
4.608457647,0.46938925,0.033929566,0.020155978,0.223039396,0,-0.00045302,0.00045302
1.289144535,1.582183502,0.075927628,0.033993358,0.87877185,0.346451805,0.34648833,3.65E-05
4.401916358,1.344560372,0.039103285,0.024483769,1.831910326,0.457649287,0.4517524,0.005896892
0.432959696,0.372842236,0.042859261,0.006689036,1.971486726,0.67158244,0.6737756,0.002193174
4.552982413,0.105678715,0.020488017,0.016434052,1.418477194,0.000128633,-0.000253779,0.000382411
1.716080177,1.693472963,0.05348157,0.006091173,1.078650806,0.401573061,0.39581835,0.005754708
1.798231958,0.604256928,0.007541517,0.01062745,1.991760993,0.426714402,0.41939217,0.007322233
1.676693302,0.633253932,0.025766896,0.047451748,1.841708209,0.399855275,0.38961115,0.01024412
0.489990824,1.974736184,0.02075144,0.037514861,0.77646124,0.566292376,0.5698787,0.003586322
1.481380734,0.603505989,0.011971733,0.028492717,1.715349783,0.386430905,0.38392058,0.002510325
2.37460801,0.410107924,0.072292896,0.034146313,1.723566863,0.193290772,0.20056193,0.007271154
2.989145344,0.914518893,0.015466946,0.044791037,0.254415594,0,-0.000278351,0.000278351
0.662250594,1.414898941,0.004659338,0.031293474,0.254415594,0.311165115,0.3425126,0.031347492
1.069782618,0.093946098,0.021252344,0.013100837,0.616513676,0.048111992,0.04776836,0.000343634
4.600171086,1.384993547,0.045341038,0.031307274,1.064616554,0.124707365,0.118651055,0.00605631
1.820419678,0.119082192,0.070277342,0.030780729,0.796575336,0.001989672,-8.78E-05,0.002077506
2.652639903,1.817313296,0.06247333,0.006518581,0.071037233,0,-0.000448194,0.000448194
1.346558356,1.236957893,0.02633629,0.032082181,1.143655336,0.380172242,0.38284102,0.002668779
0.531490371,0.254756811,0.022572807,0.038584644,1.544064254,0.525919675,0.5115133,0.014406382
