g_m,g_T,g_r,g_q,g_sigma,g_eurocall,predict_ann,error_ann
3.099487428,1.117783635,0.038987275,0.017381287,0.888471899,0.08725852,0.08597547,0.001283052
2.609285151,1.442403352,0.025774603,0.013152448,0.140513068,0,-0.000415091,0.000415091
4.756682719,1.024131389,0.005743953,0.047046852,1.193896298,0.097401564,0.096377864,0.0010237
4.561414307,1.2130415,0.056455792,0.007329629,1.715349783,0.380236623,0.38134733,0.001110706
2.311999226,1.278266422,0.01342036,0.046920226,1.211813741,0.277411087,0.26397362,0.013437464
3.398281229,1.266793182,0.040445458,0.010680152,0.935883328,0.111951109,0.110694356,0.001256753
0.96238536,1.590486286,0.024884362,0.023047658,1.802625099,0.722594694,0.7196599,0.00293477
1.072879421,0.57361183,0.003958262,0.040393788,1.994121368,0.517078991,0.5181047,0.001025681
1.338113731,1.590486286,0.00104507,0.006556315,0.930433871,0.35626308,0.35591015,0.000352928
1.3295532,1.378824357,0.036189505,0.022167807,1.881669681,0.672860545,0.679582,0.006721455
1.083005208,0.11212903,0.016160265,0.026417885,1.507689117,0.167665649,0.14615385,0.021511796
4.035808427,1.869508533,0.026552827,0.041623743,1.48876755,0.413096924,0.41417983,0.001082907
2.714156641,1.528850457,0.048212885,0.044058029,0.969303865,0.189340332,0.1918724,0.002532071
3.954994094,0.262277852,0.064557007,0.009771299,0.716889332,1.80E-05,-0.000335733,0.000353741
4.836489463,1.866761198,0.041731495,0.000463249,0.848478937,0.100881857,0.11091631,0.010034452
0.626811021,0.782013688,0.076364037,0.046920226,1.818786704,0.652762634,0.64357543,0.009187204
3.733657864,0.357927507,0.012527778,0.019548379,1.806021473,0.100956612,0.095074296,0.005882316
3.269055545,1.55846132,0.069776923,0.032436514,1.018505634,0.193648255,0.19557405,0.00192579
0.317844431,1.348742851,0.053260535,0.009842194,0.274744952,0.691003408,0.67928493,0.011718477
1.517956799,0.518963972,0.058501992,0.026052815,0.915823042,0.128761787,0.12545018,0.003311608
3.191022915,0.962459221,0.041649598,0.034819935,1.919821122,0.424134634,0.4225897,0.001544944
2.534044634,0.657013811,0.04842836,0.043335964,0.919078786,0.056269443,0.049855012,0.006414431
3.656905793,1.336184674,0.061630703,0.008616549,1.239363603,0.244236388,0.24837582,0.00413943
4.782118646,1.779805707,0.064795351,0.043726518,1.919994938,0.567822976,0.57502115,0.007198171
0.949556072,1.489257112,0.04158155,0.004193481,0.224000115,0.160915798,0.16128655,0.000370749
3.017197774,1.222291709,0.044460907,0.004528937,0.516006919,0.011714249,0.009184152,0.002530097
2.446230473,1.079317269,0.06387519,0.036530447,1.552401246,0.378235806,0.37905833,0.000822525
3.665437062,0.93249079,0.01884269,0.046236725,0.587191434,0.003357556,-6.44E-05,0.003421944
0.930277788,0.988355807,0.026790461,0.042796414,0.092457944,0.06672575,0.06078916,0.005936589
0.611624109,0.77879348,0.073434969,0.043621469,1.801163781,0.655163756,0.6694105,0.01424677
2.31959373,1.080439253,0.010275401,0.00070647,0.561792716,0.029881468,0.019627918,0.01025355
1.167676739,1.626110234,0.028139444,0.021564235,1.274290341,0.534066246,0.5407767,0.006710484
2.28312767,1.866761198,0.036251347,0.035173462,0.300430565,0.004764588,0.005656843,0.000892254
0.823087652,1.310325333,0.008212449,0.023580077,0.304749372,0.216096819,0.21944666,0.00334984
1.85261775,1.190098772,0.020074085,0.041047652,0.285861715,0.002948398,-3.28E-05,0.00298124
4.836489463,1.472357047,0.052273417,0.00632986,0.380812968,0.000138296,-0.000201856,0.000340151
4.175386982,1.770536963,0.042276614,0.045348671,0.944522789,0.131826962,0.1219669,0.009860064
4.782118646,1.199970803,0.000486366,0.024965434,0.79312934,0.022743486,0.016913148,0.005830338
3.982150457,1.653786854,0.017966053,0.044936049,1.155823331,0.21340184,0.21967745,0.006275608
4.086404063,0.801124035,0.060707245,0.039619403,1.565833267,0.197253357,0.19568247,0.001570891
0.926836293,0.660550535,0.026552827,0.027416389,1.890388306,0.563920708,0.5629482,0.000972481
3.387965177,1.438800062,0.070153295,0.021868273,1.079206314,0.201344013,0.20704386,0.005699844
3.138116152,0.395249357,0.045020843,0.013705237,0.733890329,0.00183701,-2.83E-05,0.001865271
0.696256537,1.444177281,0.04991648,0.02785338,0.947986536,0.521132679,0.522325,0.0011923
4.593553313,1.430009406,0.00322246,0.009495808,1.355153167,0.259291133,0.26199225,0.002701113
3.199968958,1.684703874,0.070326547,0.021556852,1.118528845,0.273978616,0.28430793,0.010329311
2.341516847,0.567267671,0.022922565,0.006091173,0.701429744,0.018491279,0.019146783,0.000655505
4.837185752,0.928075816,0.024494526,0.012757481,1.622869503,0.231897145,0.2234339,0.008463248
3.434154874,1.55846132,0.017760052,0.027442117,1.356773764,0.331886474,0.33043087,0.001455609
2.236750985,0.175255719,0.064852394,0.016434052,1.507816425,0.04470321,0.04291527,0.00178794
3.207264286,1.510012654,0.013322401,0.04348292,1.899564915,0.550180302,0.55348617,0.003305866
4.438933864,1.87787786,0.04158155,0.044610268,0.790238499,0.072488127,0.06930857,0.003179555
2.709008416,0.886507245,0.064308927,0.017229346,1.214631553,0.186150026,0.18913823,0.002988208
0.499250402,1.85003836,0.060487346,0.020124644,1.843771804,0.829638181,0.82925117,0.000387011
0.804243699,1.378824357,0.008184026,0.010479218,0.05368199,0.190440253,0.15374182,0.036698432
1.977065329,0.660550535,0.036604088,0.00905186,1.531000354,0.293002285,0.29051623,0.002486057
2.887973403,0.509848216,0.005454631,0.021335229,0.805404195,0.011576624,0.016624542,0.005047918
2.488900095,0.444151356,0.058526058,0.009163768,0.459777251,0.000251628,-0.000338728,0.000590356
1.916962028,0.966233019,0.078529729,0.019166395,1.268952907,0.307257564,0.30255893,0.004698635
2.439578811,1.301283099,0.024853453,0.006953939,1.588160396,0.463096616,0.45948297,0.003613648
0.926836293,1.292985747,0.060630397,0.033636985,0.327189269,0.189948183,0.1908531,0.000904921
0.938846926,0.856354545,0.008583977,0.037514861,0.254415594,0.108418152,0.1018976,0.006520555
0.708403683,1.833468361,0.023638717,0.014333526,1.719144329,0.776721283,0.7690727,0.007648571
3.899343833,1.742976907,0.041154416,0.047874268,0.993952856,0.159400886,0.15502791,0.004372975
4.081936922,1.028417569,0.040344501,0.043559757,0.731961588,0.015078503,0.007557213,0.00752129
1.85261775,1.240463871,0.046414721,0.047565551,1.276917038,0.353723189,0.35368863,3.46E-05
1.320822456,0.807263713,0.012113052,0.011890558,1.506858261,0.427923173,0.42218858,0.005734593
2.090536584,1.742976907,0.00322246,0.042796414,0.393752083,0.018351099,0.012488922,0.005862177
1.436574342,0.078843442,0.047188043,0.010436821,1.771204915,0.080346501,0.07587054,0.004475957
3.284941681,0.955933948,0.077787942,0.013093373,0.738942184,0.030468956,0.030644255,0.000175299
4.373924542,0.859312888,0.036822737,0.007899811,1.112147588,0.069488982,0.070796296,0.001307314
1.208400901,1.905191174,0.048875046,0.038590172,1.801521376,0.713226245,0.7154671,0.002240851
0.397855384,0.518046152,0.025802968,0.007915267,0.384346828,0.603352343,0.608041,0.004688646
0.221992745,1.152928092,0.04998435,0.006452559,0.489065994,0.783128596,0.7601794,0.022949195
1.859101254,0.327148713,0.014489707,0.016355889,0.888471899,0.036208144,0.03356503,0.002643114
4.758662197,0.872503776,0.064030537,0.002088679,0.176375009,0,-0.000647054,0.000647054
2.363658449,1.859153263,0.071713348,0.017912721,0.216726813,0.000661675,-3.39E-05,0.000695608
0.643124875,0.443984523,0.051398255,0.006748645,1.993582215,0.605432787,0.6119044,0.006471595
2.40549239,1.573631218,0.000667791,0.015810814,0.679254001,0.091666091,0.091637865,2.82E-05
1.481380734,1.208938772,0.039387757,0.038828898,0.327189269,0.028895275,0.022952056,0.00594322
3.75468641,0.067420528,0.046061187,0.011724898,0.77646124,0,-0.000377347,0.000377347
2.085109167,0.194381609,0.024884362,0.021193825,1.256566992,0.033463109,0.023101343,0.010361766
2.438726317,0.379620621,0.02861344,0.048085107,1.442581895,0.104765351,0.107878454,0.003113103
0.331075882,1.275859289,0.000156432,0.042555056,1.496914285,0.743534301,0.75661194,0.013077642
4.275091594,1.572827966,0.001339276,0.032879112,0.840919514,0.066792281,0.070011646,0.003219364
3.759060843,0.386408564,0.066037396,0.040874788,0.764752063,0.000754004,-9.88E-05,0.000852789
0.274117195,1.292985747,0.020288847,0.044757981,1.183655322,0.731775234,0.72094274,0.010832498
2.555089748,1.974736184,0.007668305,0.039619403,0.543874361,0.049409375,0.040309012,0.009100364
3.581286324,1.459723323,0.022488008,0.038584644,0.116255159,0,-0.000430574,0.000430574
0.536733979,1.378824357,0.019050144,0.025128154,1.733267315,0.751684572,0.750219,0.001465585
0.204557835,1.348742851,0.066879534,0.026935358,1.976817154,0.872041353,0.86786795,0.004173407
2.661281738,0.517642506,0.046414721,0.034283603,1.017689041,0.047859473,0.043148667,0.004710806
0.600951963,0.430386454,0.01907291,0.02511801,1.329448763,0.503995019,0.4997984,0.004196632
4.20080647,1.896167095,0.059941855,0.025389282,1.485987782,0.438470981,0.4322512,0.006219796
2.925685996,1.579336785,0.079950707,0.004286534,1.726787066,0.571489119,0.568899,0.002590143
0.586239221,1.218456494,0.014374275,0.049599754,1.383112951,0.620822442,0.6210856,0.000263142
3.024699784,1.589313676,0.005430939,0.025362368,0.834013298,0.115811665,0.11196402,0.003847648
1.868634056,0.12604264,0.006993802,0.047565551,1.574336188,0.048189888,0.03522506,0.012964828
2.172261949,0.756540566,0.006904244,0.033684334,1.626852704,0.323115409,0.32455906,0.001443654
3.428968904,0.421142217,0.026946708,0.042257666,1.12552745,0.023422103,0.021578992,0.001843112
4.593553313,0.57361183,0.0137937,0.048085107,1.690229603,0.130099824,0.12153877,0.008561051
4.865075975,1.770536963,0.052687808,0.049371872,1.698365468,0.461564075,0.4558731,0.005690973
2.817876154,0.620189197,0.022922565,0.019498862,1.655415105,0.232256194,0.23274171,0.00048552
1.32367114,1.204055483,0.003023786,0.025689335,1.496914285,0.507987926,0.5110204,0.003032496
0.333885376,0.262277852,0.074355534,0.028592846,1.447307341,0.676980649,0.664822,0.012158667
4.267830559,1.549146177,0.058292568,0.03996342,1.681875975,0.440249795,0.43856624,0.001683557
1.245830178,0.206872471,0.071734068,0.003526975,0.474566035,0.021687465,0.005824092,0.015863373
3.125141653,1.782280063,0.078831059,0.018538334,0.133458571,0,-0.000201603,0.000201603
3.404213343,0.279558212,0.049298405,0.013148086,1.442448068,0.031246473,0.031203406,4.31E-05
0.696948827,1.025136009,0.04978123,0.028828057,0.893061433,0.462229495,0.46186033,0.000369166
2.887973403,1.748383552,0.046414721,0.01719294,0.915680123,0.197685361,0.19398563,0.003699735
4.375036222,0.33026048,0.040445458,0.030310938,0.907708167,0.00073801,-2.28E-06,0.000740287
3.99953212,1.440256448,0.039462395,0.011318072,0.216726813,0,-0.000259441,0.000259441
4.373924542,0.747037248,0.070461166,0.034819935,0.822928044,0.010448397,0.005182636,0.005265762
3.199968958,0.714974456,0.066065546,0.019459259,1.595773286,0.230155135,0.22461207,0.005543063
1.067166258,0.017166876,0.008768689,0.031773746,1.046224634,0.028978345,0.057546306,0.028567962
1.910661919,0.942311042,0.008433969,0.015946562,1.286565058,0.294269921,0.29609224,0.001822321
0.334345226,0.438611593,0.045454179,0.006953939,0.379500569,0.669209228,0.6675878,0.001621411
2.363658449,1.218456494,0.071930991,0.049193538,0.223039396,3.25E-05,-0.000104847,0.000137372
4.540752431,0.588363807,0.067696387,0.006565608,0.18018845,0,-0.000711085,0.000711085
3.706789582,1.359321808,0.01895099,0.036046814,1.955912054,0.524026043,0.53481686,0.010790818
2.861342769,1.459723323,0.042995633,0.020132665,0.066456759,0,-0.000423221,0.000423221
0.751696175,0.780655553,0.030325425,0.036100963,0.210506907,0.242584587,0.237926,0.004658581
1.517956799,0.326650869,0.071577534,0.040411808,1.060631818,0.107114542,0.11300507,0.00589053
1.389222917,1.05184174,0.069138001,0.030370724,1.084127298,0.329237342,0.34614775,0.016910404
3.348264676,0.539722432,0.013741549,0.028828057,1.48876755,0.120148813,0.116048045,0.004100767
3.53409197,1.300605266,0.024884362,0.037460834,0.181842465,0,-0.000296615,0.000296615
4.107979682,1.868715029,0.009206763,0.021846074,0.757493242,0.06995879,0.06440587,0.005552917
2.436176222,1.30268916,0.034362648,0.043360079,1.960552303,0.571908352,0.57233775,0.000429395
3.983360035,0.518963972,0.006233973,0.040944857,1.442448068,0.076695044,0.07477349,0.001921554
3.171877008,0.591971133,0.069986548,0.049480858,1.489361933,0.148923827,0.14068349,0.00824034
3.312876276,0.027464182,0.029272124,0.015810814,0.850020766,0,-0.000419842,0.000419842
1.676693302,1.05184174,0.063042665,0.020124644,0.306188525,0.011252869,0.016819185,0.005566315
1.498690238,1.782280063,0.07437868,0.001835638,1.419404111,0.606040359,0.5888537,0.017186642
2.858123481,1.9674009,0.078103256,0.013148086,1.183849408,0.38950133,0.37559798,0.013903346
2.227033265,1.957194519,0.075141174,0.010696357,1.659851748,0.650326323,0.652116,0.001789678
1.664053859,1.548619087,0.054729047,0.019386146,1.583666741,0.580674006,0.5798067,0.000867321
3.031490254,0.869385309,0.02348186,0.048655082,1.084798895,0.103898538,0.09879361,0.005104927
0.64063625,0.245553208,0.019592427,0.033565657,0.972342532,0.390861072,0.40695092,0.016089849
4.135992067,0.386408564,0.074656274,0.039051194,0.927260156,0.002676658,-0.000100686,0.002777344
0.456713964,1.099686641,0.02679608,0.006556315,0.412138549,0.552773737,0.5599523,0.007178582
1.22270901,1.266764058,0.05917699,0.022167807,1.047935568,0.390849958,0.3881408,0.002709161
2.537013534,1.589313676,0.004221276,0.007855453,1.018617871,0.244944921,0.25000528,0.005060354
4.006338561,0.881235664,0.012625443,0.022249446,0.600117943,0.002300177,-6.01E-05,0.002360284
3.404168682,1.02603276,0.047865463,0.018822517,1.074640687,0.121420128,0.12759918,0.006179052
2.873725067,0.475474501,0.052920383,0.048950463,1.371354659,0.096991365,0.102471285,0.005479919
3.99953212,1.278266422,0.034751828,0.021193825,1.228121866,0.197226978,0.19731016,8.32E-05
3.247616355,1.02603276,0.045821075,0.047710582,1.093410367,0.126608003,0.12152672,0.005081284
1.724209926,1.259638382,0.018142778,0.010911897,1.095502416,0.315943508,0.31707218,0.001128675
0.539821699,1.348742851,0.055150646,0.048118126,1.022392598,0.576953557,0.5797194,0.002765867
2.474063789,0.02326479,0.066037396,0.021916984,1.197922444,0,-0.000207898,0.000207898
3.987245757,0.076659502,0.030912672,0.04348292,0.944522789,0,-0.00030507,0.00030507
2.276745262,0.886507245,0.017966053,0.019386146,1.703383285,0.391978036,0.39304125,0.001063218
4.185904033,0.849678217,0.060197619,0.020124644,0.429190776,3.94E-05,-0.000247762,0.000287188
0.352413462,1.088200742,0.070996496,0.037637542,1.686853937,0.766061043,0.76134264,0.004718399
3.138904811,0.755757588,0.02633726,0.026603959,1.919595148,0.350292311,0.35127428,0.000981971
3.153051736,0.162832332,0.00575511,0.011318072,1.741370592,0.025427804,0.022237273,0.003190531
1.649044173,0.715076042,0.076771128,0.036960364,1.085635434,0.207624303,0.20914786,0.001523553
4.771181887,1.910023686,0.042995633,0.025913607,1.179984461,0.254640232,0.2538732,0.000767033
4.327314265,1.426314725,0.065855082,0.037786935,0.680891416,0.023735842,0.02003811,0.003697733
3.906174914,0.235969199,0.000883698,0.031420858,0.822928044,6.04E-05,-5.94E-05,0.000119773
2.517820577,1.020126809,0.06075255,0.044297511,0.805332531,0.077245252,0.072526984,0.004718268
0.26782189,0.037529155,0.002712734,0.010684998,0.978380044,0.731804457,0.72913617,0.002668288
0.861963529,1.357793164,0.024577638,0.035697443,0.389146205,0.22646712,0.23538096,0.008913842
2.541913573,0.024900386,0.020074085,0.04157461,0.246297876,0,-0.000451149,0.000451149
1.495990548,0.093946098,0.047865463,0.00292738,1.403822924,0.049521932,0.04839724,0.001124693
1.65718138,0.531770604,0.057328999,0.042257666,1.266053908,0.203950317,0.20003277,0.003917546
0.827708381,1.960148701,0.035754085,0.004193481,0.440875539,0.340563468,0.3305556,0.01000788
3.381583322,0.849828848,0.016618629,0.035594272,1.207529029,0.121983005,0.12245776,0.000474752
0.411291082,0.525993701,0.072868136,0.033571746,1.446584371,0.650958278,0.66351914,0.012560866
3.655241614,0.031751937,0.01473737,0.048945683,1.566983448,0,-0.000287375,0.000287375
3.747750677,1.848968849,0.012397585,0.039961271,1.960552303,0.618477446,0.6219319,0.003454465
1.067166258,0.951555982,0.054393053,0.038783757,0.397798816,0.128547859,0.12577552,0.002772343
3.712404564,1.218456494,0.076040547,0.013736692,0.082605578,0,-0.000428301,0.000428301
3.429776631,0.336336595,0.059063526,0.041520326,0.103819209,0,-0.000436788,0.000436788
2.635372023,0.621082191,0.035724796,0.007063601,0.738942184,0.019411015,0.016476592,0.002934423
0.326346418,0.755757588,0.023339461,0.024086427,1.639337345,0.746473191,0.7366098,0.009863375
1.05293684,0.359879626,0.034751828,0.021916984,0.751549522,0.158318214,0.13888778,0.019430436
3.278751601,0.208556867,0.06825725,0.007915267,1.127846635,0.003485686,-3.97E-06,0.003489656
1.481380734,0.39035396,0.01390451,0.014144338,1.439576382,0.225862121,0.20618558,0.019676542
0.274098072,0.029238664,0.004950496,0.04813216,1.191722576,0.72453527,0.71013725,0.014398022
3.425174179,1.502904124,0.014944398,0.043107774,1.276682877,0.272071202,0.2742636,0.002192389
3.669651204,0.939571532,0.025554138,0.026309916,0.488292836,0.000781303,-9.62E-05,0.000877458
4.131275873,0.132051207,0.016696435,0.044121358,0.520162727,0,-0.000341484,0.000341484
2.121915256,1.830665037,0.059882266,0.017253628,0.339438721,0.019269108,0.016096476,0.003172632
2.302285501,1.156109239,0.079131246,0.028890178,1.842215701,0.526114645,0.5225762,0.003538432
1.828662154,1.931423489,0.028098616,0.035509991,0.540133541,0.105634916,0.10281456,0.002820353
2.079589293,0.709441982,0.016160265,0.036351936,1.485987782,0.270883021,0.26708964,0.003793385
0.269057517,0.38297451,0.048584761,0.043726518,1.572948797,0.737951442,0.750299,0.012347535
0.942434708,0.942311042,0.013003146,0.01444208,1.187209761,0.445794586,0.44981137,0.004016783
0.618647785,0.136179581,0.025774603,0.034531059,1.671563582,0.43769353,0.41496626,0.022727274
0.274117195,0.713097851,0.071778525,0.011724898,0.646629657,0.731866092,0.7236177,0.008248419
3.404213343,0.550746617,0.026637418,0.00362717,1.062867684,0.036720102,0.038734153,0.002014051
3.962852294,1.016629885,0.06221526,0.043735564,1.228121866,0.14240784,0.14370213,0.001294294
3.581286324,0.260846854,0.06946483,0.036609293,0.119427588,0,-0.000362107,0.000362107
0.823087652,0.085355096,0.012825402,0.032735505,0.243907282,0.175089183,0.1456679,0.029421287
1.298138096,1.965180085,0.044460907,0.040842475,1.725026511,0.68619985,0.68444633,0.001753515
1.245830178,0.091567082,0.031765224,0.019222044,0.110185177,0,-0.000204059,0.000204059
3.577854807,0.257025623,0.01907291,0.010680152,1.320528095,0.013321784,0.014767984,0.0014462
2.858123481,0.49116941,0.043597949,0.038543934,0.694570427,0.004404524,0.003573421,0.000831103
1.223997397,1.654561579,0.014944398,0.011703414,1.10980638,0.468410463,0.46576482,0.002645642
1.320822456,1.657574546,0.005863643,0.001835638,0.302988918,0.06337592,0.05754301,0.00583291
2.551950805,1.013380093,0.065549233,0.006346876,1.880905199,0.491923401,0.4851176,0.006805786
0.349005868,0.406966473,0.060381598,0.011919856,1.924386256,0.721874127,0.72205174,0.000177612
0.751696175,0.339608146,0.072964767,0.04909964,0.834013298,0.318248538,0.30721906,0.011029479
1.245830178,1.472111096,0.004941126,0.028325832,0.313822178,0.061938107,0.053932708,0.008005399
0.499250402,1.988037427,0.053493832,0.036564738,1.355153167,0.718562369,0.7117844,0.006777947
2.677177717,0.025256825,0.016727263,0.049205082,0.800052401,0,-0.000302581,0.000302581
0.954612406,1.009009386,0.079475653,0.028064463,1.074640687,0.427410098,0.4421962,0.014786093
1.223997397,1.414898941,0.038435502,0.042257666,1.715349783,0.621381131,0.614694,0.006687132
3.757873685,1.010712013,0.01342036,0.026829409,1.913793476,0.408314941,0.4087632,0.000448259
2.861342769,0.087700455,0.029160671,0.027852444,0.335782712,0,-0.00042045,0.00042045
3.082897506,0.288042307,0.072964767,0.010479218,1.72289393,0.084091091,0.08040262,0.00368847
4.942158499,0.807619041,0.038574195,0.012363313,0.834013298,0.009886482,0.009366982,0.0005195
1.802336319,0.675129311,0.041080431,0.030342556,0.790238499,0.083349548,0.08042544,0.002924106
2.585996435,1.297474944,0.05874613,0.033011822,1.936728688,0.5680954,0.56553566,0.002559736
2.130157908,1.016629885,0.078670324,0.048317438,1.447307341,0.347342532,0.33671823,0.010624301
1.54648515,0.489309923,0.052025506,0.028846403,1.703383285,0.329196353,0.33392325,0.004726898
2.814162064,1.222291709,0.064559984,0.010621214,0.12734795,0,-0.000398476,0.000398476
3.665437062,0.093946098,0.02633726,0.019459259,0.944490633,0,-0.000300606,0.000300606
1.208400901,0.921894703,0.046403069,0.033797232,0.236113925,0.02959509,0.024894124,0.004700966
4.006338561,1.864022373,0.073800624,0.046018192,0.822928044,0.103816712,0.103331834,0.000484878
1.139695237,1.969000639,0.053493832,0.022334533,0.917012274,0.442089675,0.43981484,0.002274839
4.891844327,1.240463871,0.062732701,0.033708699,0.548664921,0.002172888,0.005189728,0.00301684
1.072879421,0.854682241,0.035644095,0.01343582,1.184655307,0.396489673,0.39338627,0.003103399
0.411291082,0.316409964,0.018703302,0.038783618,1.364323858,0.607820041,0.58296734,0.0248527
0.74878062,1.061229451,0.011594589,0.037230969,1.007134616,0.457348209,0.4597189,0.002370704
4.10296002,1.417439595,0.034822417,0.005516534,0.616513676,0.016526333,0.017029375,0.000503042
4.070377281,1.397188122,0.010061606,0.0223765,1.626852704,0.391254196,0.39302012,0.001765927
3.425174179,0.013481016,0.042995633,0.045676143,1.135149252,0,-0.000322398,0.000322398
2.933189634,1.975721465,0.078377225,0.016259109,0.396637846,0.015072448,0.004303013,0.010769435
2.53080595,1.562816488,0.066118742,0.024346554,1.095502416,0.287136509,0.29079446,0.003657953
3.113051383,1.009831376,0.074406722,0.038783757,0.951573768,0.09175776,0.085974194,0.005783566
1.705393143,0.835314959,0.044534576,0.028180516,1.595773286,0.402250761,0.39994845,0.002302313
4.756682719,0.220261682,0.017966053,0.023902039,0.598287923,0,-0.000456435,0.000456435
0.88467292,0.675129311,0.070277342,0.02570137,1.741370592,0.551886396,0.5445138,0.007372574
4.475589895,0.962459221,0.029777978,0.0045659,0.368059463,0,-0.000441788,0.000441788
3.223478376,1.745757012,0.011247786,0.010466767,0.42888386,0.006922473,0.008147467,0.001224994
3.759060843,1.524159886,0.032273989,0.007213343,0.496471188,0.007223359,0.008872408,0.00164905
1.495990548,0.54908033,0.078670324,0.010307467,1.274640891,0.251428028,0.25032082,0.001107206
1.74195598,0.041183642,0.004672336,0.006556315,0.195545873,0,-0.000432008,0.000432008
2.989145344,1.761720296,0.062732701,0.045583899,0.303218635,0.000786369,-2.73E-05,0.000813674
2.965012305,0.396302725,0.061677047,0.04979454,0.948093918,0.013418449,0.019368568,0.00595012
0.926836293,1.144643273,0.045821075,0.030370724,0.119427588,0.102241437,0.09120084,0.011040594
0.402383317,1.535596327,0.012853865,0.029442992,1.868665055,0.810352475,0.8053597,0.004992754
4.836489463,1.563535399,0.078874922,0.036351936,0.128992644,0,-0.00048605,0.00048605
3.171877008,1.395619163,0.004941126,0.014333526,1.097366856,0.201175588,0.2055453,0.004369718
2.020753296,0.701945791,0.046403069,0.023538042,0.435297978,0.005741174,-5.94E-06,0.005747109
1.977200255,1.803078279,0.021511269,0.003802024,0.569702519,0.110790893,0.11071916,7.17E-05
0.97227934,0.386408564,0.048550239,0.044757981,0.679452229,0.176703263,0.15789613,0.018807132
2.040108674,1.688138966,0.058526058,0.010256096,0.234861446,0.00286619,-2.09E-05,0.002887088
1.002748907,0.180772164,0.030565852,0.008752211,0.997143197,0.168109449,0.16084407,0.007265376
3.016754189,0.217387646,0.069986548,0.046300674,1.220185465,0.009618358,0.014441596,0.004823238
2.712657439,1.699597257,0.079131246,0.039440001,1.403822924,0.43192181,0.41502464,0.016897172
3.425174179,0.395249357,0.055385832,0.010012073,1.421264235,0.061223758,0.05844457,0.002779187
4.515855918,0.119082192,0.016848239,0.011919856,0.274744952,0,-0.000797822,0.000797822
0.555978331,1.684703874,0.024023046,0.024830741,0.613428279,0.498323709,0.49790248,0.000421226
3.581286324,1.579250004,0.003978546,0.008228581,0.103403069,0,-0.000383869,0.000383869
2.488900095,1.972014751,0.022850443,0.036165537,1.115494891,0.335091062,0.33132258,0.003768481
4.827164563,0.819178382,0.026552827,0.017599465,0.745707212,0.004776823,0.001907587,0.002869236
2.486017869,1.833468361,0.031610168,0.002466536,1.329448763,0.463243393,0.46224028,0.001003114
3.989706667,0.366457775,0.000883698,0.008099616,0.387891663,0,-0.000698373,0.000698373
1.192549849,1.969000639,0.055385832,0.006241537,1.093027334,0.532598756,0.5352152,0.002616443
1.653073406,0.035123771,0.006233973,0.030713457,1.821608099,0.013469603,0.013038764,0.000430839
1.798231958,0.30435699,0.016848239,0.043408376,0.790238499,0.022576201,0.025155684,0.002579483
2.172877343,1.390972986,0.068921337,0.047046852,0.781293559,0.139219062,0.1490492,0.009830131
3.223478376,0.930005157,0.068085246,0.026286519,1.823120347,0.385357578,0.3918517,0.006494116
4.827164563,1.690357287,0.043177084,0.038466687,0.745707212,0.04084286,0.033859942,0.006982918
1.142558164,0.528130697,0.074662411,0.027571212,1.503070591,0.377964006,0.37598357,0.00198044
1.828662154,0.837395382,0.038961133,0.007320728,1.176375424,0.247639853,0.24444263,0.003197226
3.41660231,0.459784386,0.01390451,0.007223955,0.571099192,0.000147814,-0.000261657,0.000409471
3.017197774,0.871438003,0.048212885,0.006689036,1.566026084,0.289127944,0.29282126,0.003693314
0.321954482,0.222682777,0.001658457,0.029387538,0.753161556,0.671682469,0.69118935,0.01950688
4.709763888,1.343839647,0.021305209,0.037786935,0.718946661,0.018637228,0.012524532,0.006112695
4.313862648,1.259637965,0.025142788,0.041625324,1.907522494,0.451390341,0.4464437,0.004946634
4.942158499,0.778446653,0.033471179,0.009523554,0.729878296,0.003131154,-5.05E-05,0.003181666
3.226534558,1.137765162,0.036991478,0.028325832,1.362654023,0.259701263,0.2550433,0.004657965
0.384116434,1.748180405,0.059853767,0.004917626,0.380812968,0.647390809,0.6321745,0.015216317
1.283660782,0.443984523,0.013973175,0.044058029,1.843771804,0.382885349,0.37025046,0.012634885
2.585996435,1.735133594,0.009227079,0.01577249,0.729721232,0.117095058,0.11776895,0.000673892
4.348497312,0.417141444,0.071694589,0.043251069,0.723785325,0.00023193,-0.000199354,0.000431284
4.801511353,1.013380093,0.028139444,0.038718906,0.310546763,0,-0.000168309,0.000168309
0.871369043,1.36809602,0.000495676,0.013563641,1.364323858,0.589251198,0.58262706,0.00662414
1.223997397,1.985340582,0.038948272,0.00362717,0.16608798,0.044204933,0.03667988,0.007525054
2.837243167,0.035123771,0.016160265,0.019222044,1.686168467,6.69E-05,-0.000151984,0.00021886
3.899863425,1.462591596,0.052273417,0.023328932,1.187239636,0.22259467,0.22307914,0.000484475
0.456713964,1.344020378,0.042697322,0.045316836,0.429190776,0.517431229,0.50669646,0.010734766
3.792856595,1.295289883,0.041649598,0.007776585,0.603913252,0.014578985,0.019465785,0.004886801
4.161669272,0.549911578,0.042750729,0.02570137,0.1790224,0,-0.000489598,0.000489598
1.66576187,0.914518893,0.024044652,0.046424213,1.093410367,0.238311482,0.23885365,0.000542166
3.987245757,1.634220685,0.074656274,0.001719636,0.432028054,0.003803789,-3.45E-06,0.003807235
4.771181887,0.339608146,0.077665345,0.00362717,1.892075741,0.079244237,0.08587597,0.006631736
